Id	Prompt	Wavfile	Accept
4661	Frag: blaue Stiefel	4661.wav	accept
4662	Frag: Grösse 37	4662.wav	reject
4663	Frag: ein Hemd	4663.wav	accept
4664	Frag: ein gelbes Hemd	4664.wav	accept
4667	Frag: eine L	4667.wav	accept
4668	Frag: Wie viel kostet es?	4668.wav	accept
4669	Sag: Das Hemd ist zu teuer	4669.wav	accept
4670	Frag: Zimmer für 5 Nächte	4670.wav	accept
4671	Frag: Suite	4671.wav	accept
4672	Sag: Ich möchte mit Kreditkarte bezahlen	4672.wav	reject
4673	Frag: Gibt es einen Coiffeur?	4673.wav	accept
4674	Frag: Wo ist der Coiffeur?	4674.wav	accept
4675	Frag: Wo ist der Coiffeur?	4675.wav	accept
4676	Frag: Wo ist der Coiffeur?	4676.wav	reject
4677	Frag: Zimmer für 1 Woche	4677.wav	reject
4678	Frag: Doppelzimmer	4678.wav	reject
4679	Frag: Doppelzimmer	4679.wav	accept
4680	Frag: Doppelzimmer	4680.wav	accept
4681	Sag: Ich möchte mit Mastercard bezahlen	4681.wav	reject
4682	Frag: Gibt es einen Lift?	4682.wav	accept
4683	Frag: Gibt es einen Lift?	4683.wav	reject
4684	Frag: Gibt es einen Lift?	4684.wav	accept
4685	Frag: ein Ticket nach London	4685.wav	accept
4686	Sag: Ich möchte um 22 Uhr morgen abreisen	4686.wav	reject
4687	Sag: Ich heisse John	4687.wav	accept
4688	Sag: Ich bin aus Italien	4688.wav	reject
4689	Frag: 4 Tickets nach London	4689.wav	accept
4690	Sag: Ich möchte am Mittwochabend abreisen	4690.wav	accept
4691	Sag: Ich möchte am Mittwochabend abreisen	4691.wav	reject
4692	Sag: Ich möchte am Mittwochabend abreisen	4692.wav	accept
4693	Sag: Ich heisse Janet	4693.wav	reject
4694	Sag: Ich bin aus Italien	4694.wav	accept
4695	Sag: Ich bin aus Italien	4695.wav	reject
4696	Frag: 3 Tickets nach London	4696.wav	accept
4697	Sag: Ich möchte am Sonntag abreisen	4697.wav	accept
4698	Sag: Ich heisse Paolo	4698.wav	accept
4699	Sag: Ich bin aus der Schweiz	4699.wav	reject
4700	Sag: Ich heisse Sarah	4700.wav	accept
4701	Sag: Ich bin aus Portugal	4701.wav	accept
