ID	Method	Prompt	Transcript	Meaning	Original Meaning
4403	RG	Sag: Ich bin aus der Schweiz	i am from switzerland switzerland	correct	correct
4404	no method	Sag: Die Hauptstadt von der Schweiz ist Bern	the capital city of the swiss is bern	incorrect	correct
4405	RG	Sag: Die Hauptstadt von der Schweiz ist Bern	the capital of switzerland is bern	correct	correct
4406	RG	Sag: Ich habe 3 ältere Brüder	i have three older brothers	correct	correct
4408	no method	Sag: Ich gehe in die Ferien	i going on holidays	incorrect	correct
4409	RG	Sag: Dies ist mein Pass	this is my passport	correct	correct
4410	RG	Sag: Dies ist mein Pass	it is my passport	correct	correct
4411	RG	Frag: ein Ticket nach Notting Hill	can i have a ticket to notting hill	correct	correct
4412	credit card cluster	Sag: Ich möchte mit Visa bezahlen	pay with visa	correct	correct
4413	RG	Sag: Ich möchte mit Visa bezahlen	can i pay with visa	correct	correct
4415	RG	Frag: 1 Musical-Ticket	can i have one musical ticket	correct	correct
4417	RG	Sag: Ich möchte am Dienstagabend gehen	i want to go on tuesday evening	correct	correct
4418	RG	Frag: ein Ticket für Mamma Mia	a ticket for mamma mia	correct	correct
4419	RG	Frag: ein Ticket für Mamma Mia	i want one ticket for mamma mia	correct	correct
4420	RG	Sag: Ich möchte in der fünften Reihe sitzen	i would like to sit in the fifth row	correct	correct
4421	RG	Sag: Ich möchte in der fünften Reihe sitzen	i want to sit in the fifth row	correct	correct
4422	RG	Frag: Tickets für die National Gallery	i would like tickets for the national gallery	correct	correct
4423	RG	Frag: 2 Tickets	can i have two tickets	correct	correct
4424	RG	Frag: Zimmer für 4 Nächte	i want a room for four nights	correct	correct
4425	RG	Frag: Doppelzimmer	can i have a double room	correct	correct
4426	credit card cluster	Sag: Ich möchte mit Visa bezahlen	i want pay with visa card	correct	correct
4427	credit card cluster	Sag: Ich möchte mit Visa bezahlen	i want pay with visa	correct	correct
4428	credit card cluster	Sag: Ich möchte mit Visa bezahlen	i want pay with visa	correct	correct
4429	RG	Frag: Gibt es ein Hotelrestaurant?	is there a hotel restaurant	correct	correct
4430	RG	Frag: Wo ist das Hotelrestaurant?	where is the hotel restaurant	correct	correct
4431	RG	Frag: Wo ist das Hotelrestaurant?	where is the hotel restaurant	correct	correct
4432	RG	Frag: Wo ist die National Gallery?	where is the national gallery	correct	correct
4433	magic	Frag: Wo ist Piccadilly Circus?	where is the piccadilly circus	correct	correct
4434	no method	Frag: Wo ist Piccadilly Circus?	where is the piccadilly circus	incorrect	correct
4435	no method	Frag: Wo ist Piccadilly Circus?	where is the piccadilly bill	incorrect	incorrect
4436	RG	Sag: Es ist nahe der Bank of England	it is near the bank of england near the bank england	correct	correct
4437	RG	Sag: Es ist nahe der Bank of England	it is near the bank of england	correct	correct
4438	RG	Sag: Mir geht es gut	i am good	correct	correct
4439	RG	Frag: Stiefel	i would like some boots	correct	correct
4440	RG	Frag: weisse Stiefel	i would like white boots	correct	correct
4441	RG	Frag: weisse Stiefel	i would like white boots	correct	correct
4442	no method	Frag: Grösse 42	question forty-two	incorrect	incorrect
4443	RG	Frag: ein T-Shirt	i would like a t-shirt	correct	correct
4444	RG	Frag: ein T-Shirt	i would like a t-shirt	correct	correct
4445	RG	Frag: ein gelbes T-Shirt	i would like a yellow t-shirt	correct	correct
4446	RG	Frag: eine S	small	correct	correct
4447	RG	Frag: Wie viel kostet das T-Shirt?	how much is this tee shirt	correct	correct
4449	no method	Sag: Dies ist zu teuer	this is too cher	incorrect	incorrect
4450	RG	Sag: Dies ist zu teuer	it is too expensive	correct	correct
4451	RG	Sag: Mir geht es gut	i am good	correct	correct
4452	RG	Frag: Sandalen	i am looking for sandals	correct	correct
4453	RG	Frag: blaue Sandalen	i would like blue sandals	correct	correct
4454	RG	Frag: blaue Sandalen	blue sandals	correct	correct
4455	no method	Frag: Grösse 43	question forty three	incorrect	incorrect
4456	no method	Frag: Grösse 43	i am a forty-two	incorrect	incorrect
4457	RG	Frag: ein Hemd	i want a shirt	correct	correct
4458	RG	Frag: ein Hemd	i want a shirt	correct	correct
4459	RG	Frag: ein pinkiges Hemd	i would like a pink shirt	correct	correct
4460	no method	Frag: eine L	big	incorrect	correct
4461	no method	Sag: Dies ist zu eng	is it too tight	incorrect	correct
4462	RG	Sag: Dies ist zu eng	this is too tight	correct	correct
4463	RG	Sag du möchtest nicht: dieses Hemd	i do not want this shirt	correct	correct
4464	RG	Sag, dass du es nicht möchtest	i do not want it	correct	correct
4465	no method	Sag: Ich habe keine Reservation	i have not a reservation	incorrect	correct
4466	no method	Sag: Ich habe keine Reservation	you can't ask help at the silver level	incorrect	incorrect
4468	RG	Frag: ein Ticket zum Piccadilly Circus	i want a ticket to piccadilly circus	correct	correct
4470	RG	Frag: 4 Tickets nach London	i want four tickets to london	correct	correct
4471	no method	Frag: 4 Tickets nach London	i would like	incorrect	incorrect
4472	RG	Frag: 4 Tickets nach London	i would like four tickets to london	correct	correct
4473	RG	Sag: Ich möchte am Dienstagabend abreisen	i want to leave on tuesday evening	correct	correct
4474	RG	Sag: Ich heisse Nick	my name is nick	correct	correct
4475	RG	Sag: Ich bin aus Österreich	i am from austria	correct	correct
4476	RG	Frag: 2 Tickets nach London	i would like two tickets to london	correct	correct
4477	RG	Sag: Ich möchte am Sonntag abreisen	i want to leave on sunday	correct	correct
4478	RG	Sag: Ich heisse Patrick	my name is patrick	correct	correct
4479	RG	Frag: 3 Tickets nach London	can i have three tickets to london	correct	correct
4480	no method	Sag: Ich möchte am Samstagabend abreisen	i like to leave at sat saturday evening	incorrect	correct
4481	RG	Sag: Ich heisse Barbara	my name is barbara	correct	correct
4482	no method	Sag: Ich bin aus Spanien	i am from espanien	incorrect	correct
4483	no method	Sag: Ich bin aus Spanien	i am from espania	incorrect	correct
4484	RG	Sag: Ich heisse James	my name is james	correct	correct
4485	no method	Sag: Ich bin aus Italien	i am from italia	incorrect	incorrect
4486	no method	Sag: Die Hauptstadt von Italien ist Rom	the capital of italian is rome	incorrect	correct
4487	no method	Sag: Ich habe 4 Schwestern	i have four siblings	incorrect	incorrect
4488	RG	Sag: Ich habe 4 Schwestern	i have four sisters	correct	correct
4489	no method	Sag: Ich gehe in die Ferien	i go on the holiday	incorrect	correct
4490	RG	Sag: Dies ist mein Pass	this is my passport	correct	correct
4491	RG	Sag: Ich heisse Silvia	my name is silvia	correct	correct
4492	no method	Sag: Ich bin aus Spanien	i am from espania	incorrect	correct
4493	meaning_reject	Sag: Die Hauptstadt von Spanien ist Madrid	the capital of espania is madrid	incorrect	correct
4494	RG	Sag: Ich habe 4 ältere Schwestern	i have four older sisters	correct	correct
4496	RG	Sag: Dies ist mein Pass	this is my passport	correct	correct
4497	RG	Sag: Ich heisse Erica	my name is erica	correct	correct
4498	RG	Sag: Ich bin aus Australien	i am from australia	correct	correct
4499	RG	Sag: Ich heisse Mona	my name is mona	correct	correct
4500	RG	Sag: Ich bin aus Amerika	i am from america	correct	correct
4501	RG	Sag: Ich heisse Michelle	my name is michelle	correct	correct
4502	RG	Sag: Ich bin aus England	i am from england	correct	correct
4503	RG	Sag: Ich heisse Jack	my name is jack	correct	correct
4504	RG	Sag: Ich bin aus Schottland	i am from scotland	correct	correct
4505	RG	Sag: Ich heisse Jack	my name is jack	correct	correct
4506	RG	Sag: Ich bin aus Österreich	i am from austria	correct	correct
4507	RG	Sag: Österreich ist nicht in Afrika	austria is not in africa	correct	correct
4508	RG	Sag: Österreich ist in Europa	austria is in europe	correct	correct
4509	RG	Sag: Das ist okay	that is okay	correct	correct
4510	RG	Sag: Das ist okay	that is okay	correct	correct
4511	RG	Sag: Das ist okay	that is okay	correct	correct
4512	no method	Sag: Die Hauptstadt von Österreich ist Wien	the capital of austria is wien	incorrect	correct
4513	no method	Sag: Ich habe eine ältere Schwester	i have three older sisters	incorrect	incorrect
4514	no method	Sag: Ich habe eine ältere Schwester	i have three older sisters	incorrect	incorrect
4515	no method	Sag: Ich habe eine ältere Schwester	i have three older sisters	incorrect	incorrect
4517	RG	Sag: Dies ist mein Pass	this is my passport	correct	correct
4518	RG	Sag: Dies ist mein Pass	this is my passport	correct	correct
4519	magic	Frag: ein Ticket zum Green Park	can i have a ticket to the green park	correct	correct
4520	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i like to pay with credit card	correct	correct
4521	credit card cluster	Sag: Ich möchte mit Pfund bezahlen	i like to buy with pounds	correct	correct
4522	no method	Sag: Ich habe nur grosse Noten	i have only great note	incorrect	incorrect
4523	RG	Sag: Ich habe nur grosse Noten	i only have large notes	correct	correct
4524	no method	Frag: Wo ist der Geldautomat?	euh where is the atm	incorrect	correct
4525	RG	Frag: Wo ist der Geldautomat?	where is the a t m	correct	correct
4526	no method	Frag: ein Ticket zum Trafalgar Square	can i have a ticket to the travel squares	incorrect	incorrect
4527	credit card cluster	Sag: Ich möchte mit Postkarte bezahlen	i like to pay by post card	correct	correct
4528	credit card cluster	Sag: Ich möchte mit Schweizer Franken bezahlen	i like to pay by swiss francs	correct	correct
4529	credit card cluster	Sag: Ich möchte mit Schweizer Franken bezahlen	i like pay with swiss francs	correct	correct
4530	RG	Sag: Ich möchte mit Schweizer Franken bezahlen	can i pay with swiss francs	correct	correct
4531	RG	Sag: Ich habe kleinere Note	i have smaller notes	correct	correct
4532	RG	Frag: ein Ticket nach Notting Hill	can i have a ticket to notting hill	correct	correct
4533	credit card cluster	Sag: Ich möchte mit Visa bezahlen	can i pay with vi visa	correct	correct
4534	RG	Sag: Ich möchte mit Euros bezahlen	can i pay with euros	correct	correct
4535	magic	Sag: Ich habe nur grosse Noten	i have only big notes	correct	correct
4536	no method	Sag: Ich habe nur grosse Noten	i only have big notes	incorrect	correct
4538	magic	Sag: Kann ich mit Kreditkarte bezahlen	can i pay with credit card	correct	correct
4539	no method	Sag: Kann ich mit Kreditkarte bezahlen	can i pay with credit card	incorrect	correct
4540	magic	Sag: Kann ich mit Kreditkarte bezahlen	i like to pay with credit card	correct	correct
4541	RG	Frag: 3 Musical-Tickets	can i have three musical tickets	correct	correct
4542	no method	Frag: ein Ticket für Donnerstagabend	i like to go at tuesday evening	incorrect	incorrect
4544	RG	Frag: 3 Tickets für Wicked	can i have three tickets for wicked	correct	correct
4545	RG	Sag: Ich möchte in der vierten Reihe sitzen	i would like to sit in the fourth row	correct	correct
4546	magic	Frag: Tickets für das Naturhistorische Museum	can i have tickets for the natural museum	correct	incorrect
4547	RG	Frag: 2 Tickets	can i have two tickets	correct	correct
4548	RG	Frag: 1 Musical-Ticket	can i have one musical ticket	correct	correct
4549	meaning_reject	Frag: ein Ticket für Freitagabend	i like to go at friday night	incorrect	correct
4550	no method	Frag: ein Ticket für Freitagabend	can i have a ticket for friday night	incorrect	correct
4551	no method	Frag: ein Ticket für Freitagabend	i couldn't understand you	incorrect	incorrect
4552	magic	Frag: ein Ticket für Billy Elliot	can i have a ticket for billy elliot	correct	correct
4553	no method	Sag: Ich möchte vorne sitzen	i like to sat on the first row	incorrect	correct
4554	no method	Sag: Ich möchte vorne sitzen	i like to sit in the first row	incorrect	correct
4556	RG	Frag: Tickets für die National Gallery	can i have tickets for the national gallery	correct	correct
4557	RG	Frag: 4 Tickets	can i have four tickets	correct	correct
4558	RG	Frag: 4 Musical-Tickets	can i have four musical tickets	correct	correct
4559	magic	Sag: Ich möchte am Dienstagabend gehen	i like to go at tuesday night	correct	correct
4560	RG	Frag: 4 Tickets für Wicked	can i have four tickets for wicked	correct	correct
4562	RG	Frag: Tickets für die National Gallery	can i have tickets for the national gallery	correct	correct
4563	RG	Frag: 3 Tickets	can i have three tickets	correct	correct
4564	RG	Frag: einen Tee	can i have a tea	correct	correct
4565	RG	Frag: einen Tee	i would like a tea	correct	correct
4566	RG	Frag: einen Hamburger	i would like a hamburger	correct	correct
4567	RG	Frag: meinen Hamburger medium	i would like my hamburger medium	correct	correct
4568	RG	Frag: etwas Knoblauchbrot	i would like some garlic bread	correct	correct
4569	Restarant Cluster	Frag: Ich möchte die Dessertkarte	can i have the dessert card	incorrect	correct
4570	Restarant Cluster	Frag: Ich möchte die Dessertkarte	i would like the dessert card	incorrect	correct
4571	RG	Frag: Ich möchte die Dessertkarte	the dessert menu	correct	correct
4572	RG	Frag: ein Wasser ohne Kohlensäure	can i have a still water	correct	correct
4573	RG	Frag: den Sonntagsbraten	i would like the sunday roast	correct	correct
4574	RG	Frag: den Sonntagsbraten	can i have the sunday roast	correct	correct
4575	no method	Frag: meinen Sonntagsbraten medium	i like my sunday roast medium	incorrect	correct
4576	RG	Frag: Pilze	can i have some mushrooms	correct	correct
4577	RG	Sag: Dies ist nicht was ich bestellt habe	this is not what i ordered	correct	correct
4578	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	correct	correct
4579	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	correct	correct
4580	RG	Frag: Custard Tart	i would like the custard tart	correct	correct
4581	RG	Frag: Ich möchte die Rechnung	can i have the bill	correct	correct
4582	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i like to pay by credit card	correct	correct
4583	RG	Frag: eine Fanta	can i have a fanta	correct	correct
4584	RG	Frag: ein Steak	can i have a steak	correct	correct
4585	magic	Frag: mein Steak medium	i like my steak medium	correct	correct
4586	no method	Frag: Bohnen	i would like bones	incorrect	incorrect
4587	RG	Frag: Bohnen	i would like some beans	correct	correct
4588	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	correct	correct
4589	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	correct	correct
4590	RG	Frag: Ich möchte die Dessertkarte	the dessert menu	correct	correct
4591	RG	Frag: eine Cola	can i have a coke	correct	correct
4592	RG	Frag: ein Steak	can i have a steak	correct	correct
4593	RG	Frag: ein Steak	can i have the steak	correct	correct
4594	RG	Frag: ein Steak	i would like the steak	correct	correct
4595	RG	Frag: mein Steak durchgebraten	i would like my steak well done	correct	correct
4596	no method	Frag: mein Steak durchgebraten	i would like my steak well down	incorrect	correct
4597	RG	Frag: die Tagessuppe	can i have the soup of the day	correct	correct
4598	RG	Sag: Dies ist nicht was ich bestellt habe	that is not what i ordered	correct	correct
4599	no method	Sag: Dies ist nicht was ich bestellt habe	that is not what i order	incorrect	correct
4600	RG	Sag: Dies ist nicht was ich bestellt habe	this is not what i ordered	correct	correct
4601	Restarant Cluster	Frag: Ich möchte die Dessertkarte	can i have the dessert menu can i have the dessert menu	incorrect	correct
4602	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	correct	correct
4603	RG	Frag: Custard Tart	i would like the custard tart	correct	correct
4604	RG	Frag: Ich möchte die Rechnung	can i have the bill	correct	correct
4605	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i like to pay with credit card	correct	correct
4606	RG	Frag: eine Limonade	can i have a lemonade	correct	correct
4607	RG	Frag: ein Steak	can i have the steak	correct	correct
4608	magic	Frag: mein Steak rare	i like my steak rare	correct	correct
4609	no method	Frag: etwas Knoblauchbrot	can i have a cursy bread	incorrect	incorrect
4610	no method	Frag: etwas Knoblauchbrot	can i have a bit percy bread	incorrect	incorrect
4611	no method	Frag: etwas Knoblauchbrot	can i have a bit toast bread	incorrect	incorrect
4612	RG	Sag: Dies ist nicht was ich bestellt habe	this is not what what i ordered	correct	correct
4613	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	correct	correct
4614	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	correct	correct
4615	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	correct	correct
4617	no method	Frag: Zitronenkuchen	i would like a citro cake	incorrect	incorrect
4618	no method	Frag: Zitronenkuchen	i would like the cake of citro	incorrect	incorrect
4619	RG	Frag: Ich möchte die Rechnung	can i have the bill	correct	correct
4620	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i like to pay with credit card	correct	correct
4621	RG	Sag: Ich möchte mit Kreditkarte bezahlen	i would like to pay with credit card	correct	correct
4622	RG	Frag: Wo ist die National Gallery?	where is the national gallery	correct	correct
4623	magic	Frag: Wo ist Piccadilly Circus?	where is the piccadilly circus	correct	correct
4624	RG	Frag: Wo ist Piccadilly Circus?	could you give me directions to piccadilly circus	correct	correct
4625	magic	Frag: Welcher Bus fährt dorthin?	which bus can i take	correct	correct
4627	RG	Frag: Wo ist das Science Museum?	where is the science museum	correct	correct
4628	RG	Frag: Wo ist das London Eye?	where is the london eye	correct	correct
4629	no method	Frag: Welcher Bus fährt dorthin?	which bus can i take	incorrect	correct
4630	RG	Sag: Der Tower ist nahe der Tower Bridge	the tower is near the tower bridge	correct	correct
4631	RG	Sag: Ich weiss es nicht	i do not know	correct	correct
4632	no method	Sag: Ich muss gehen	i would like to go	incorrect	correct
4634	RG	Frag: Wo ist das Science Museum?	where is the science museum	correct	correct
4635	no method	Sag: Marble Arch ist gegenüber dem Hyde Park	the marble arch is across the hyde park	incorrect	incorrect
4636	no method	Sag: Marble Arch ist gegenüber dem Hyde Park	the marble parch nei	incorrect	incorrect
4637	no method	Sag: Marble Arch ist gegenüber dem Hyde Park	the marble arch is across to hyde park	incorrect	correct
4638	RG	Frag: Wo ist das British Museum?	where is the british museum	correct	correct
4639	RG	Frag: Wo ist das British Museum?	where is the british museum	correct	correct
4640	no method	Frag: Wo ist Big Ben?	where is the big ben	incorrect	correct
4641	magic	Frag: Welcher Bus fährt dorthin?	which bus can i take	correct	correct
4642	no method	Sag: Saint Pauls Cathedral ist nahe der Bank of England	the saint pauls cathedral is near to bank of england	incorrect	correct
4643	RG	Frag: Wo ist das Science Museum?	where is the science museum	correct	correct
4644	RG	Frag: Wo ist der Tower?	where is the tower	correct	correct
4645	RG	Frag: Wo ist der Tower?	where is the tower	correct	correct
4646	RG	Frag: Wo ist der Tower?	where is the tower	correct	correct
4647	no method	Sag: Saint Pauls Cathedral ist nahe der Bank of England	the saint pauls cathedral is near to the bank of england	incorrect	correct
4649	RG	Frag: Sandalen	i would like sandals	correct	correct
4651	RG	Frag: rote Sandalen	i would like red sandals	correct	correct
4652	RG	Frag: Grösse 39	thirty-nine	correct	correct
4653	no method	Frag: Jeans	can i have teen	incorrect	incorrect
4654	RG	Frag: pinkige Jeans	i would like pink jeans	correct	correct
4656	RG	Frag: Wie viel kostet die Jeans?	how much are these jeans	correct	correct
4657	no method	Frag: Wie viel kostet die Jeans?	how much does the jeans cost	incorrect	correct
4658	RG	Sag: Dies ist zu teuer	this is too expensive	correct	correct
4659	RG	Sag: Mir geht es gut	i am fine	correct	correct
4660	RG	Frag: Stiefel	i would like boots	correct	correct
4661	RG	Frag: blaue Stiefel	i would like blue boots	correct	correct
4662	RG	Frag: Grösse 37	thirty-seven	correct	correct
4663	RG	Frag: ein Hemd	can i have a shirt	correct	correct
4664	RG	Frag: ein gelbes Hemd	i would like a yellow shirt	correct	correct
4667	RG	Frag: eine L	i am a large	correct	correct
4668	RG	Frag: Wie viel kostet es?	how much does it cost	correct	correct
4669	RG	Sag: Das Hemd ist zu teuer	the shirt is too expensive	correct	correct
4670	RG	Frag: Zimmer für 5 Nächte	can i have a room for five nights	correct	correct
4671	RG	Frag: Suite	can i have a suite	correct	correct
4672	RG	Sag: Ich möchte mit Kreditkarte bezahlen	can i pay with credit card	correct	correct
4673	RG	Frag: Gibt es einen Coiffeur?	is there a hairdresser	correct	correct
4674	RG	Frag: Wo ist der Coiffeur?	where is the hairdresser	correct	correct
4675	RG	Frag: Wo ist der Coiffeur?	where is the hairdresser	correct	correct
4676	no method	Frag: Wo ist der Coiffeur?	can you give me the direction to the hairdresser	incorrect	correct
4677	meaning_reject	Frag: Zimmer für 1 Woche	can i have a room for one night	incorrect	incorrect
4678	no method	Frag: Doppelzimmer	can i have a double roo double room	incorrect	correct
4679	RG	Frag: Doppelzimmer	can i have a double room	correct	correct
4680	RG	Frag: Doppelzimmer	can i have a double room	correct	correct
4681	RG	Sag: Ich möchte mit Mastercard bezahlen	can i pay with mastercard	correct	correct
4682	RG	Frag: Gibt es einen Lift?	is there a lift	correct	correct
4683	no method	Frag: Gibt es einen Lift?	is there a ascenseur	incorrect	incorrect
4684	RG	Frag: Gibt es einen Lift?	is there a lift	correct	correct
4685	RG	Frag: ein Ticket nach London	can i have a ticket to london	correct	correct
4686	no method	Sag: Ich möchte um 22 Uhr morgen abreisen	i like to leave tomorrow at ten o'clock pm	incorrect	correct
4687	RG	Sag: Ich heisse John	my name is john	correct	correct
4688	RG	Sag: Ich bin aus Italien	i am from italy	correct	correct
4689	RG	Frag: 4 Tickets nach London	can i have four tickets to london	correct	correct
4690	magic	Sag: Ich möchte am Mittwochabend abreisen	i like to leave at wednesday night	correct	correct
4691	no method	Sag: Ich möchte am Mittwochabend abreisen	i like to leave at wednesday evening	incorrect	correct
4692	magic	Sag: Ich möchte am Mittwochabend abreisen	i like to leave at wednesday night	correct	correct
4693	RG	Sag: Ich heisse Janet	my name is janet	correct	correct
4694	RG	Sag: Ich bin aus Italien	i am from italy	correct	correct
4695	RG	Sag: Ich bin aus Italien	i am from italy	correct	correct
4696	RG	Frag: 3 Tickets nach London	can i have three tickets to london	correct	correct
4697	magic	Sag: Ich möchte am Sonntag abreisen	i like to leave at sunday	correct	correct
4698	RG	Sag: Ich heisse Paolo	my name is paolo	correct	correct
4699	no method	Sag: Ich bin aus der Schweiz	i am from swiss	incorrect	correct
4700	RG	Sag: Ich heisse Sarah	my name is sarah	correct	correct
4701	RG	Sag: Ich bin aus Portugal	i am from portugal	correct	correct
